Player,Age,Nationality,Position,Market_Value,Previous_Club,Transfer_Fee,source_file,league,Club,csvPlayer,player_clean,transfer_year,season_before,season_after,league_clean,before_Player,before_Nation,before_Pos,before_Squad,before_Age,before_Born,before_MP,before_Starts,before_Min,before_90s,before_Gls,before_Ast,before_G+A,before_G-PK,before_PK,before_PKatt,before_CrdY,before_CrdR,before_xG,before_npxG,before_xAG,before_npxG+xAG,before_PrgC,before_PrgP,before_PrgR,before_season,before_league,before_Gls_per_90,before_Ast_per_90,before_GA_per_90,before_player_clean,before_fbref_season,before_fbref_league,after_Player,after_Nation,after_Pos,after_Squad,after_Age,after_Born,after_MP,after_Starts,after_Min,after_90s,after_Gls,after_Ast,after_G+A,after_G-PK,after_PK,after_PKatt,after_CrdY,after_CrdR,after_xG,after_npxG,after_xAG,after_npxG+xAG,after_PrgC,after_PrgP,after_PrgR,after_season,after_league,after_Gls_per_90,after_Ast_per_90,after_GA_per_90,after_player_clean,after_fbref_season,after_fbref_league
Marko Rog,21,Croatia,Central Midfield,10000000,Dinamo Zagreb,13500000.0,Serie_A_2017.csv,Serie A,,,marko rog,2017,2016,2017,Serie A,Marko Rog,hr CRO,MF,Napoli,21,1995.0,15.0,2.0,387,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2016-2017,Serie-A,0.0,0.0,0.0,marko rog,2016,Serie A,Marko Rog,hr CRO,MF,Napoli,21,1995.0,15.0,2.0,387,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2017-2018,Serie-A,0.0,0.0,0.0,marko rog,2017,Serie A
Roberto Inglese,25,Italy,Centre-Forward,4500000,Chievo Verona,12000000.0,Serie_A_2017.csv,Serie A,,,roberto inglese,2017,2016,2017,Serie A,Roberto Inglese,it ITA,FW,Chievo,24,1991.0,34.0,22.0,1964,0.0,10.0,4.0,14.0,10.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2016-2017,Serie-A,0.0,0.0,0.0,roberto inglese,2016,Serie A,Roberto Inglese,it ITA,FW,Chievo,24,1991.0,34.0,22.0,1964,0.0,10.0,4.0,14.0,10.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2017-2018,Serie-A,0.0,0.0,0.0,roberto inglese,2017,Serie A
Gianluca Caprari,23,Italy,Second Striker,6000000,Inter,15000000.0,Serie_A_2017.csv,Serie A,,,gianluca caprari,2017,2016,2017,Serie A,Gianluca Caprari,it ITA,FW MF,Pescara,23,1993.0,35.0,34.0,3108,34.5,9.0,4.0,13.0,8.0,1.0,2.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2016-2017,Serie-A,0.2608695652173913,0.1159420289855072,0.3768115942028985,gianluca caprari,2016,Serie A,Gianluca Caprari,it ITA,FW MF,Pescara,23,1993.0,35.0,34.0,3108,34.5,9.0,4.0,13.0,8.0,1.0,2.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2017-2018,Serie-A,0.2608695652173913,0.1159420289855072,0.3768115942028985,gianluca caprari,2017,Serie A
Bruno Fernandes,22,Portugal,Attacking Midfield,7500000,Udinese,6000000.0,Serie_A_2017.csv,Serie A,,,bruno fernandes,2017,2016,2017,Serie A,Bruno Fernandes,pt POR,FW MF,Sampdoria,21,1994.0,33.0,22.0,1714,19.0,5.0,2.0,7.0,5.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2016-2017,Serie-A,0.2631578947368421,0.1052631578947368,0.3684210526315789,bruno fernandes,2016,Serie A,Bruno Fernandes,pt POR,FW MF,Sampdoria,21,1994.0,33.0,22.0,1714,19.0,5.0,2.0,7.0,5.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2017-2018,Serie-A,0.2631578947368421,0.1052631578947368,0.3684210526315789,bruno fernandes,2017,Serie A
Josip Iličić,29,Slovenia,Attacking Midfield,10000000,Fiorentina,6400000.0,Serie_A_2017.csv,Serie A,,,josip iličić,2017,2016,2017,Serie A,Josip Iličić,si SVN,FW MF,Fiorentina,28,1988.0,29.0,23.0,187,0.0,5.0,4.0,9.0,4.0,1.0,3.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2016-2017,Serie-A,0.0,0.0,0.0,josip iličić,2016,Serie A,Josip Iličić,si SVN,FW MF,Fiorentina,28,1988.0,29.0,23.0,187,0.0,5.0,4.0,9.0,4.0,1.0,3.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2017-2018,Serie-A,0.0,0.0,0.0,josip iličić,2017,Serie A
Dušan Vlahović,22,Serbia,Centre-Forward,70000000,Fiorentina,83500000.0,Serie_A_2021.csv,Serie A,,,dušan vlahović,2021,2020,2021,Serie A,Dušan Vlahović,rs SRB,FW,Fiorentina,20,2000.0,37.0,34.0,2923,32.5,21.0,3.0,24.0,15.0,6.0,6.0,1.0,0.0,0.0,0.0,0.0,16.0,36.0,31.0,213.0,2020-2021,Serie-A,0.6461538461538462,0.0923076923076923,0.7384615384615385,dušan vlahović,2020,Serie A,Dušan Vlahović,rs SRB,FW,Fiorentina,21,2000.0,21.0,21.0,1857,0.0,17.0,2.0,19.0,12.0,5.0,6.0,2.0,0.0,0.0,0.0,0.0,0.0,18.0,40.0,138.0,2021-2022,Serie-A,0.0,0.0,0.0,dušan vlahović,2021,Serie A
Weston McKennie,22,USA,Central Midfield,25000000,FC Schalke 04,21900000.0,Serie_A_2021.csv,Serie A,,,weston mckennie,2021,2020,2021,Serie A,Weston McKennie,us USA,MF,Juventus,21,1998.0,34.0,18.0,1702,0.0,5.0,2.0,7.0,5.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,35.0,79.0,110.0,2020-2021,Serie-A,0.0,0.0,0.0,weston mckennie,2020,Serie A,Weston McKennie,us USA,MF,Juventus,22,1998.0,21.0,15.0,1369,0.0,3.0,0.0,3.0,3.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,30.0,51.0,75.0,2021-2022,Serie-A,0.0,0.0,0.0,weston mckennie,2021,Serie A
Eldor Shomurodov,26,Uzbekistan,Centre-Forward,7000000,Genoa,19600000.0,Serie_A_2021.csv,Serie A,,,eldor shomurodov,2021,2020,2021,Serie A,Eldor Shomurodov,uz UZB,FW,Genoa,25,1995.0,31.0,16.0,1677,0.0,8.0,1.0,9.0,8.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,33.0,32.0,133.0,2020-2021,Serie-A,0.0,0.0,0.0,eldor shomurodov,2020,Serie A,Eldor Shomurodov,uz UZB,FW MF,Roma,26,1995.0,28.0,5.0,784,0.0,3.0,4.0,7.0,3.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,28.0,17.0,85.0,2021-2022,Serie-A,0.0,0.0,0.0,eldor shomurodov,2021,Serie A
Musa Barrow,22,Gambia,Left Winger,20000000,Atalanta,14340000.0,Serie_A_2021.csv,Serie A,,,musa barrow,2021,2020,2021,Serie A,Musa Barrow,gm GAM,FW MF,Bologna,21,1998.0,38.0,34.0,2921,32.5,8.0,8.0,16.0,8.0,0.0,1.0,0.0,0.0,7.0,0.0,6.0,0.0,88.0,103.0,253.0,2020-2021,Serie-A,0.2461538461538461,0.2461538461538461,0.4923076923076923,musa barrow,2020,Serie A,Musa Barrow,gm GAM,FW MF,Bologna,22,1998.0,34.0,25.0,2134,0.0,6.0,6.0,12.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,61.0,82.0,158.0,2021-2022,Serie-A,0.0,0.0,0.0,musa barrow,2021,Serie A
Ivan Ilić,20,Serbia,Central Midfield,8000000,Man City U23,7500000.0,Serie_A_2021.csv,Serie A,,,ivan ilić,2021,2020,2021,Serie A,Ivan Ilić,rs SRB,MF,Hellas Verona,19,2001.0,29.0,19.0,1835,0.0,2.0,0.0,2.0,2.0,0.0,0.0,2.0,0.0,0.0,0.0,0.9,0.0,38.0,134.0,31.0,2020-2021,Serie-A,0.0,0.0,0.0,ivan ilić,2020,Serie A,Ivan Ilić,rs SRB,MF,Hellas Verona,20,2001.0,32.0,30.0,2526,0.0,1.0,3.0,4.0,1.0,0.0,0.0,5.0,1.0,0.0,0.0,0.0,0.0,39.0,134.0,67.0,2021-2022,Serie-A,0.0,0.0,0.0,ivan ilić,2021,Serie A
Kevin Lasagna,28,Italy,Centre-Forward,6000000,Udinese,6500000.0,Serie_A_2021.csv,Serie A,,,kevin lasagna,2021,2020,2021,Serie A,Kevin Lasagna,it ITA,FW,Udinese,27,1992.0,17.0,12.0,1103,0.0,2.0,1.0,3.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,20.0,23.0,79.0,2020-2021,Serie-A,0.0,0.0,0.0,kevin lasagna,2020,Serie A,Kevin Lasagna,it ITA,MF FW,Hellas Verona,28,1992.0,28.0,11.0,1184,0.0,2.0,4.0,6.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,26.0,28.0,104.0,2021-2022,Serie-A,0.0,0.0,0.0,kevin lasagna,2021,Serie A
Antonín Barák,26,Czech Republic,Attacking Midfield,14000000,Udinese,6000000.0,Serie_A_2021.csv,Serie A,,,antonín barák,2021,2020,2021,Serie A,Antonín Barák,cz CZE,MF,Hellas Verona,25,1994.0,34.0,32.0,2765,0.0,7.0,3.0,10.0,7.0,0.0,0.0,5.0,1.0,0.0,0.0,0.0,0.0,64.0,147.0,101.0,2020-2021,Serie-A,0.0,0.0,0.0,antonín barák,2020,Serie A,Antonín Barák,cz CZE,MF FW,Hellas Verona,26,1994.0,29.0,27.0,234,26.0,11.0,4.0,15.0,7.0,4.0,4.0,4.0,0.0,0.0,0.0,0.0,0.0,68.0,147.0,124.0,2021-2022,Serie-A,0.4230769230769231,0.1538461538461538,0.5769230769230769,antonín barák,2021,Serie A
Ernesto Torregrossa,29,Italy,Centre-Forward,5500000,Brescia,5500000.0,Serie_A_2021.csv,Serie A,,,ernesto torregrossa,2021,2020,2021,Serie A,Ernesto Torregrossa,ve VEN,FW,Sampdoria,28,1992.0,6.0,1.0,170,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.4,0.4,0.2,0.6,3.0,3.0,14.0,2020-2021,Serie-A,0.0,0.0,0.0,ernesto torregrossa,2020,Serie A,Ernesto Torregrossa,ve VEN,FW,Sampdoria,29,1992.0,10.0,0.0,116,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.1,0.1,2.0,4.0,14.0,2021-2022,Serie-A,0.0,0.0,0.0,ernesto torregrossa,2021,Serie A
Nicolas de Préville,26,France,Centre-Forward,5500000,LOSC Lille,8000000.0,Ligue_1_2017.csv,Ligue 1,,,nicolas de préville,2017,2016,2017,Ligue 1,Nicolas de Préville,fr FRA,FW MF,Lille,25,1991.0,30.0,23.0,2059,0.0,14.0,5.0,19.0,10.0,4.0,4.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2016-2017,Ligue-1,0.0,0.0,0.0,nicolas de préville,2016,Ligue 1,Nicolas de Préville,fr FRA,FW,Bordeaux,26,1991.0,29.0,22.0,1935,0.0,4.0,4.0,8.0,4.0,0.0,1.0,6.0,0.0,0.0,0.0,0.0,7.0,79.0,47.0,166.0,2017-2018,Ligue-1,0.0,0.0,0.0,nicolas de préville,2017,Ligue 1
Nicolas Pépé,22,Cote d'Ivoire,Right Winger,3000000,Angers SCO,18000000.0,Ligue_1_2017.csv,Ligue 1,,,nicolas pépé,2017,2016,2017,Ligue 1,Nicolas Pépé,ci CIV,FW MF,Angers,21,1995.0,33.0,11.0,1321,0.0,3.0,1.0,4.0,3.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2016-2017,Ligue-1,0.0,0.0,0.0,nicolas pépé,2016,Ligue 1,Nicolas Pépé,ci CIV,FW MF,Lille,22,1995.0,36.0,31.0,2841,31.6,13.0,4.0,17.0,12.0,1.0,1.0,5.0,0.0,0.0,0.0,0.0,0.0,97.0,90.0,285.0,2017-2018,Ligue-1,0.4113924050632911,0.1265822784810126,0.5379746835443038,nicolas pépé,2017,Ligue 1
Xeka,22,Portugal,Central Midfield,1250000,SC Braga,5000000.0,Ligue_1_2017.csv,Ligue 1,,,xeka,2017,2016,2017,Ligue 1,Xeka,pt POR,MF,Lille,21,1994.0,13.0,13.0,1115,0.0,1.0,2.0,3.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2016-2017,Ligue-1,0.0,0.0,0.0,xeka,2016,Ligue 1,Xeka,pt POR,MF,Dijon,22,1994.0,17.0,15.0,1393,0.0,2.0,3.0,5.0,2.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,18.0,61.0,41.0,2017-2018,Ligue-1,0.0,0.0,0.0,xeka,2017,Ligue 1
Martin Terrier,20,France,Left Winger,12000000,LOSC Lille,11000000.0,Ligue_1_2017.csv,Ligue 1,,,martin terrier,2017,2016,2017,Ligue 1,Martin Terrier,fr FRA,FW MF,Lille,19,1997.0,11.0,1.0,256,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2016-2017,Ligue-1,0.0,0.0,0.0,martin terrier,2016,Ligue 1,Martin Terrier,fr FRA,FW MF,Strasbourg,20,1997.0,25.0,19.0,1672,0.0,3.0,3.0,6.0,3.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,46.0,36.0,107.0,2017-2018,Ligue-1,0.0,0.0,0.0,martin terrier,2017,Ligue 1
Florian Thauvin,24,France,Second Striker,18000000,Newcastle United,11000000.0,Ligue_1_2017.csv,Ligue 1,,,florian thauvin,2017,2016,2017,Ligue 1,Florian Thauvin,fr FRA,FW MF,Marseille,23,1993.0,38.0,36.0,2956,32.8,15.0,9.0,24.0,14.0,1.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2016-2017,Ligue-1,0.4573170731707317,0.274390243902439,0.7317073170731708,florian thauvin,2016,Ligue 1,Florian Thauvin,fr FRA,FW,Marseille,24,1993.0,35.0,35.0,295,32.8,22.0,11.0,33.0,19.0,3.0,4.0,7.0,0.0,0.0,0.0,0.0,0.0,192.0,210.0,325.0,2017-2018,Ligue-1,0.6707317073170732,0.3353658536585366,1.0060975609756098,florian thauvin,2017,Ligue 1
Valère Germain,27,France,Centre-Forward,10000000,AS Monaco,8000000.0,Ligue_1_2017.csv,Ligue 1,,,valère germain,2017,2016,2017,Ligue 1,Valère Germain,fr FRA,FW MF,Monaco,26,1990.0,36.0,27.0,2225,0.0,10.0,4.0,14.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2016-2017,Ligue-1,0.0,0.0,0.0,valère germain,2016,Ligue 1,Valère Germain,fr FRA,FW,Marseille,27,1990.0,35.0,24.0,2167,0.0,9.0,5.0,14.0,9.0,0.0,1.0,2.0,0.0,0.0,9.0,0.0,0.0,19.0,36.0,148.0,2017-2018,Ligue-1,0.0,0.0,0.0,valère germain,2017,Ligue 1
Clinton N'Jie,23,Cameroon,Right Winger,7000000,Tottenham Hotspur,7000000.0,Ligue_1_2017.csv,Ligue 1,,,clinton n'jie,2017,2016,2017,Ligue 1,Clinton N'Jie,cm CMR,FW MF,Marseille,22,1993.0,22.0,11.0,1026,0.0,4.0,1.0,5.0,4.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2016-2017,Ligue-1,0.0,0.0,0.0,clinton n'jie,2016,Ligue 1,Clinton N'Jie,cm CMR,FW,Marseille,23,1993.0,22.0,9.0,874,0.0,7.0,3.0,10.0,7.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,27.0,17.0,74.0,2017-2018,Ligue-1,0.0,0.0,0.0,clinton n'jie,2017,Ligue 1
Adama Diakhaby,21,France,Attacking Midfield,1500000,Stade Rennais FC,10000000.0,Ligue_1_2017.csv,Ligue 1,,,adama diakhaby,2017,2016,2017,Ligue 1,Adama Diakhaby,fr FRA,FW MF,Rennes,20,1996.0,25.0,3.0,728,0.0,4.0,0.0,4.0,3.0,1.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2016-2017,Ligue-1,0.0,0.0,0.0,adama diakhaby,2016,Ligue 1,Adama Diakhaby,fr FRA,FW,Monaco,21,1996.0,22.0,10.0,850,0.0,2.0,3.0,5.0,2.0,0.0,0.0,2.0,1.0,0.0,0.0,0.6,0.0,26.0,7.0,82.0,2017-2018,Ligue-1,0.0,0.0,0.0,adama diakhaby,2017,Ligue 1
Allan Saint-Maximin,20,France,Left Winger,3000000,AS Monaco,10000000.0,Ligue_1_2017.csv,Ligue 1,,,allan saint-maximin,2017,2016,2017,Ligue 1,Allan Saint-Maximin,fr FRA,FW MF,Bastia,19,1997.0,34.0,30.0,2696,30.0,3.0,3.0,6.0,3.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2016-2017,Ligue-1,0.1,0.1,0.2,allan saint-maximin,2016,Ligue 1,Allan Saint-Maximin,fr FRA,FW MF,Nice,20,1997.0,30.0,26.0,2246,25.0,3.0,7.0,10.0,3.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,183.0,85.0,272.0,2017-2018,Ligue-1,0.12,0.28,0.4,allan saint-maximin,2017,Ligue 1
Jean-Victor Makengo,19,France,Central Midfield,900000,SM Caen,6000000.0,Ligue_1_2017.csv,Ligue 1,,,jean-victor makengo,2017,2016,2017,Ligue 1,Jean-Victor Makengo,fr FRA,MF,Caen,18,1998.0,17.0,9.0,877,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2016-2017,Ligue-1,0.0,0.0,0.0,jean-victor makengo,2016,Ligue 1,Jean-Victor Makengo,fr FRA,FW MF,Nice,19,1998.0,5.0,2.0,246,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.1,0.1,0.0,0.1,10.0,11.0,26.0,2017-2018,Ligue-1,0.0,0.0,0.0,jean-victor makengo,2017,Ligue 1
Ismaïla Sarr,19,Senegal,Right Winger,2500000,FC Metz,17000000.0,Ligue_1_2017.csv,Ligue 1,,,ismaïla sarr,2017,2016,2017,Ligue 1,Ismaila Sarr,sn SEN,FW MF,Metz,18,1998.0,31.0,20.0,1943,0.0,5.0,1.0,6.0,5.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2016-2017,Ligue-1,0.0,0.0,0.0,ismaila sarr,2016,Ligue 1,Ismaila Sarr,sn SEN,FW MF,Rennes,19,1998.0,24.0,22.0,1858,0.0,5.0,3.0,8.0,5.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,80.0,34.0,205.0,2017-2018,Ligue-1,0.0,0.0,0.0,ismaila sarr,2017,Ligue 1
Loïs Diony,24,France,Centre-Forward,3000000,Dijon FCO,10000000.0,Ligue_1_2017.csv,Ligue 1,,,loïs diony,2017,2016,2017,Ligue 1,Lois Diony,fr FRA,FW,Dijon,23,1992.0,35.0,31.0,2807,31.2,11.0,7.0,18.0,11.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2016-2017,Ligue-1,0.3525641025641026,0.2243589743589743,0.576923076923077,lois diony,2016,Ligue 1,Lois Diony,fr FRA,FW,Saint-Étienne,24,1992.0,16.0,11.0,931,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.0,11.0,13.0,81.0,2017-2018,Ligue-1,0.0,0.0,0.0,lois diony,2017,Ligue 1
Lucas Alario,29,Argentina,Centre-Forward,8000000,Bayer Leverkusen,6000000.0,Bundesliga_2022.csv,Bundesliga,Eintracht Frankfurt,,lucas alario,2022,2021,2022,Bundesliga,Lucas Alario,ar ARG,FW,Leverkusen,28,1992.0,27.0,5.0,655,0.0,6.0,0.0,6.0,6.0,0.0,1.0,2.0,0.0,6.0,0.0,1.0,0.0,6.0,10.0,44.0,2021-2022,Bundesliga,0.0,0.0,0.0,lucas alario,2021,Bundesliga,Lucas Alario,ar ARG,FW MF,Eint Frankfurt,29,1992.0,20.0,2.0,331,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,8.0,17.0,2022-2023,Bundesliga,0.0,0.0,0.0,lucas alario,2022,Bundesliga
Cristiano Ronaldo,33,Portugal,Centre-Forward,100000000,Real Madrid,117000000.0,Serie_A_2018.csv,Serie A,,,cristiano ronaldo,2018,2017,2018,Serie A,Cristian Ansaldi,ar ARG,DF MF,Inter,29,1986.0,21.0,17.0,15,0.0,0.0,1.0,1.0,0.0,0.0,0.0,10.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2017-2018,Serie-A,0.0,0.0,0.0,cristian ansaldi,2017,Serie A,Cristiano Ronaldo,pt POR,FW,Juventus,33,1985.0,31.0,30.0,2688,0.0,21.0,8.0,29.0,16.0,5.0,6.0,3.0,0.0,0.0,0.0,0.0,0.0,145.0,130.0,358.0,2018-2019,Serie-A,0.0,0.0,0.0,cristiano ronaldo,2018,Serie A
Patrik Schick,22,Czech Republic,Centre-Forward,20000000,Sampdoria,42000000.0,Serie_A_2018.csv,Serie A,,,patrik schick,2018,2017,2018,Serie A,Patrik Schick,cz CZE,FW,Sampdoria,20,1996.0,32.0,14.0,157,0.0,11.0,4.0,15.0,11.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2017-2018,Serie-A,0.0,0.0,0.0,patrik schick,2017,Serie A,Patrik Schick,cz CZE,FW MF,Roma,22,1996.0,24.0,15.0,1314,0.0,3.0,0.0,3.0,3.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,13.0,21.0,90.0,2018-2019,Serie-A,0.0,0.0,0.0,patrik schick,2018,Serie A
Radja Nainggolan,30,Belgium,Central Midfield,45000000,Roma,38000000.0,Serie_A_2018.csv,Serie A,,,radja nainggolan,2018,2017,2018,Serie A,Radja Nainggolan,be BEL,MF,Roma,28,1988.0,37.0,35.0,303,33.7,11.0,4.0,15.0,11.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2017-2018,Serie-A,0.3264094955489613,0.1186943620178041,0.4451038575667655,radja nainggolan,2017,Serie A,Radja Nainggolan,be BEL,MF,Inter,30,1988.0,29.0,22.0,1967,0.0,6.0,3.0,9.0,6.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,51.0,135.0,145.0,2018-2019,Serie-A,0.0,0.0,0.0,radja nainggolan,2018,Serie A
Simone Verdi,25,Italy,Attacking Midfield,25000000,Bologna,24500000.0,Serie_A_2018.csv,Serie A,,,simone verdi,2018,2017,2018,Serie A,Simone Verdi,it ITA,FW MF,Bologna,24,1992.0,28.0,25.0,2117,0.0,6.0,4.0,10.0,6.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2017-2018,Serie-A,0.0,0.0,0.0,simone verdi,2017,Serie A,Simone Verdi,it ITA,MF FW,Napoli,26,1992.0,22.0,9.0,704,0.0,3.0,3.0,6.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,32.0,37.0,74.0,2018-2019,Serie-A,0.0,0.0,0.0,simone verdi,2018,Serie A
Grégoire Defrel,27,France,Centre-Forward,10000000,Sassuolo,15000000.0,Serie_A_2018.csv,Serie A,,,grégoire defrel,2018,2017,2018,Serie A,Grégoire Defrel,mq MTQ,FW MF,Sassuolo,25,1991.0,29.0,23.0,1954,0.0,12.0,2.0,14.0,11.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2017-2018,Serie-A,0.0,0.0,0.0,grégoire defrel,2017,Serie A,Grégoire Defrel,mq MTQ,FW MF,Sampdoria,27,1991.0,36.0,26.0,2339,26.0,11.0,3.0,14.0,11.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,44.0,51.0,246.0,2018-2019,Serie-A,0.4230769230769231,0.1153846153846153,0.5384615384615384,grégoire defrel,2018,Serie A
Manolo Gabbiadini,27,Italy,Centre-Forward,10000000,Southampton,11900000.0,Serie_A_2018.csv,Serie A,,,manolo gabbiadini,2018,2017,2018,Serie A,Manolo Gabbiadini,it ITA,FW,Napoli,24,1991.0,13.0,7.0,515,0.0,3.0,0.0,3.0,2.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2017-2018,Serie-A,0.0,0.0,0.0,manolo gabbiadini,2017,Serie A,Manolo Gabbiadini,it ITA,FW,Sampdoria,26,1991.0,18.0,8.0,812,9.0,4.0,2.0,6.0,4.0,0.0,0.0,5.0,0.0,2.0,2.0,0.0,0.0,17.0,23.0,70.0,2018-2019,Serie-A,0.4444444444444444,0.2222222222222222,0.6666666666666666,manolo gabbiadini,2018,Serie A
Gianluca Lapadula,28,Italy,Centre-Forward,7000000,AC Milan,11000000.0,Serie_A_2018.csv,Serie A,,,gianluca lapadula,2018,2017,2018,Serie A,Gianluca Lapadula,pe PER,FW,Milan,26,1990.0,27.0,12.0,1262,14.0,8.0,3.0,11.0,6.0,2.0,2.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2017-2018,Serie-A,0.5714285714285714,0.2142857142857142,0.7857142857142857,gianluca lapadula,2017,Serie A,Gianluca Lapadula,pe PER,FW,Genoa,28,1990.0,8.0,4.0,404,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.2,0.0,5.0,4.0,21.0,2018-2019,Serie-A,0.0,0.0,0.0,gianluca lapadula,2018,Serie A
Juraj Kucka,31,Slovakia,Central Midfield,2500000,Trabzonspor,6400000.0,Serie_A_2018.csv,Serie A,,,juraj kucka,2018,2017,2018,Serie A,Juraj Kucka,sk SVK,MF,Milan,29,1987.0,30.0,23.0,2082,0.0,3.0,1.0,4.0,3.0,0.0,0.0,10.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2017-2018,Serie-A,0.0,0.0,0.0,juraj kucka,2017,Serie A,Juraj Kucka,sk SVK,MF,Parma,31,1987.0,18.0,17.0,1535,0.0,4.0,3.0,7.0,3.0,1.0,1.0,5.0,1.0,0.0,0.0,0.0,0.0,21.0,59.0,49.0,2018-2019,Serie-A,0.0,0.0,0.0,juraj kucka,2018,Serie A
Diego Falcinelli,27,Italy,Centre-Forward,3800000,Sassuolo,7000000.0,Serie_A_2018.csv,Serie A,,,diego falcinelli,2018,2017,2018,Serie A,Diego Falcinelli,it ITA,FW MF,Crotone,25,1991.0,35.0,35.0,3124,34.7,13.0,2.0,15.0,11.0,2.0,2.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2017-2018,Serie-A,0.3746397694524495,0.0576368876080691,0.4322766570605187,diego falcinelli,2017,Serie A,Diego Falcinelli,it ITA,FW,Bologna,27,1991.0,16.0,8.0,703,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,8.0,11.0,55.0,2018-2019,Serie-A,0.0,0.0,0.0,diego falcinelli,2018,Serie A
