Player,Age,Nationality,Position,Market_Value,Previous_Club,Transfer_Fee,source_file,league,Club,csvPlayer,player_clean,transfer_year,season_before,season_after,league_clean,has_before,has_after,before_Player,before_Nation,before_Pos,before_Squad,before_Age,before_Born,before_MP,before_Starts,before_Min,before_90s,before_Gls,before_Ast,before_G+A,before_G-PK,before_PK,before_PKatt,before_CrdY,before_CrdR,before_xG,before_npxG,before_xAG,before_npxG+xAG,before_PrgC,before_PrgP,before_PrgR,before_season,before_league,before_Gls_per_90,before_Ast_per_90,before_GA_per_90,before_player_clean,before_fbref_season,before_fbref_league,after_Player,after_Nation,after_Pos,after_Squad,after_Age,after_Born,after_MP,after_Starts,after_Min,after_90s,after_Gls,after_Ast,after_G+A,after_G-PK,after_PK,after_PKatt,after_CrdY,after_CrdR,after_xG,after_npxG,after_xAG,after_npxG+xAG,after_PrgC,after_PrgP,after_PrgR,after_season,after_league,after_Gls_per_90,after_Ast_per_90,after_GA_per_90,after_player_clean,after_fbref_season,after_fbref_league
M'Baye Niang,24,Senegal,Centre-Forward,12000000,Torino,15000000.0,Ligue_1_2019.csv,Ligue 1,,,m'baye niang,2019,2018,2019,Ligue 1,True,True,M'Baye Niang,sn SEN,FW MF,Rennes,23.0,1994.0,29.0,19.0,1793.0,0.0,11.0,4.0,15.0,9.0,2.0,2.0,5.0,0.0,0.0,0.0,0.0,8.0,63.0,44.0,115.0,2018-2019,Ligue-1,0.0,0.0,0.0,m'baye niang,2018.0,Ligue 1,M'Baye Niang,sn SEN,FW,Rennes,24.0,1994.0,26.0,24.0,2126.0,0.0,10.0,0.0,10.0,10.0,0.0,2.0,2.0,0.0,0.0,0.0,0.6,0.0,21.0,28.0,114.0,2019-2020,Ligue-1,0.0,0.0,0.0,m'baye niang,2019.0,Ligue 1
Flavien Tait,26,France,Central Midfield,8000000,Angers SCO,9000000.0,Ligue_1_2019.csv,Ligue 1,,,flavien tait,2019,2018,2019,Ligue 1,True,True,Flavien Tait,fr FRA,MF FW,Angers,25.0,1993.0,36.0,34.0,2985.0,33.2,5.0,7.0,12.0,5.0,0.0,1.0,2.0,0.0,7.0,0.0,0.0,0.0,184.0,159.0,279.0,2018-2019,Ligue-1,0.1506024096385542,0.2108433734939759,0.36144578313253,flavien tait,2018.0,Ligue 1,Flavien Tait,fr FRA,MFFW,Rennes,26.0,1993.0,17.0,9.0,885.0,0.0,2.0,2.0,4.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,46.0,51.0,67.0,2019-2020,Ligue-1,0.0,0.0,0.0,flavien tait,2019.0,Ligue 1
Wesley Saïd,24,France,Centre-Forward,6000000,Dijon FCO,8000000.0,Ligue_1_2019.csv,Ligue 1,,,wesley saïd,2019,2018,2019,Ligue 1,True,True,Wesley Saïd,fr FRA,FW MF,Dijon,23.0,1995.0,34.0,25.0,2253.0,25.0,4.0,1.0,5.0,4.0,0.0,1.0,4.0,0.0,0.0,0.0,0.0,0.0,68.0,78.0,160.0,2018-2019,Ligue-1,0.16,0.04,0.2,wesley saïd,2018.0,Ligue 1,Wesley Saïd,fr FRA,MFFW,Toulouse,24.0,1995.0,23.0,14.0,116.0,0.0,2.0,1.0,3.0,2.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,43.0,50.0,84.0,2019-2020,Ligue-1,0.0,0.0,0.0,wesley saïd,2019.0,Ligue 1
Rémi Oudin,23,France,Attacking Midfield,11000000,Stade Reims,10000000.0,Ligue_1_2019.csv,Ligue 1,,,rémi oudin,2019,2018,2019,Ligue 1,True,True,Remi Oudin,fr FRA,FW MF,Reims,21.0,1996.0,37.0,32.0,2612.0,29.0,10.0,4.0,14.0,10.0,0.0,0.0,4.0,0.0,0.0,0.0,3.0,0.0,42.0,58.0,202.0,2018-2019,Ligue-1,0.3448275862068966,0.1379310344827586,0.4827586206896552,remi oudin,2018.0,Ligue 1,Remi Oudin,fr FRA,FWMF,Bordeaux,22.0,1996.0,8.0,5.0,562.0,0.0,1.0,1.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,24.0,67.0,2019-2020,Ligue-1,0.0,0.0,0.0,remi oudin,2019.0,Ligue 1
Ousmane Dembélé,20,France,Centre-Forward,33000000,Dortmund,148000000.0,La_Liga_2017.csv,La Liga,,,ousmane dembélé,2017,2016,2017,La Liga,False,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Ousmane Dembélé,fr FRA,FW MF,Barcelona,20.0,1997.0,17.0,12.0,925.0,0.0,3.0,6.0,9.0,3.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,68.0,55.0,131.0,2017-2018,La-Liga,0.0,0.0,0.0,ousmane dembélé,2017.0,La Liga
Philippe Coutinho,25,Brazil,Attacking Midfield,90000000,Liverpool,135000000.0,La_Liga_2017.csv,La Liga,,,philippe coutinho,2017,2016,2017,La Liga,False,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Philippe Coutinho,br BRA,MF FW,Barcelona,25.0,1992.0,18.0,16.0,1296.0,0.0,8.0,5.0,13.0,8.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,72.0,99.0,136.0,2017-2018,La-Liga,0.0,0.0,0.0,philippe coutinho,2017.0,La Liga
Paulinho,29,Brazil,Central Midfield,15000000,GZ Evergrande,40000000.0,La_Liga_2017.csv,La Liga,,,paulinho,2017,2016,2017,La Liga,False,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Paulinho,br BRA,MF,Barcelona,29.0,1988.0,34.0,21.0,1945.0,0.0,9.0,2.0,11.0,9.0,0.0,0.0,2.0,0.0,10.0,10.0,0.0,0.0,46.0,105.0,85.0,2017-2018,La-Liga,0.0,0.0,0.0,paulinho,2017.0,La Liga
Diego Costa,29,Spain,Centre-Forward,50000000,Chelsea,60000000.0,La_Liga_2017.csv,La Liga,,,diego costa,2017,2016,2017,La Liga,False,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Diego Costa,es ESP,FW,Atlético Madrid,28.0,1988.0,15.0,13.0,1041.0,0.0,3.0,3.0,6.0,3.0,0.0,0.0,7.0,1.0,0.0,0.0,0.0,6.0,27.0,16.0,122.0,2017-2018,La-Liga,0.0,0.0,0.0,diego costa,2017.0,La Liga
Vitolo,27,Spain,Left Winger,25000000,Sevilla FC,35600000.0,La_Liga_2017.csv,La Liga,,,vitolo,2017,2016,2017,La Liga,True,True,Vitolo,es ESP,FW MF,Sevilla,26.0,1989.0,30.0,25.0,2332.0,0.0,6.0,5.0,11.0,6.0,0.0,0.0,6.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2016-2017,La-Liga,0.0,0.0,0.0,vitolo,2016.0,La Liga,Vitolo,es ESP,FW MF,Las Palmas,27.0,1989.0,9.0,8.0,689.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.7,0.7,0.8,0.0,36.0,34.0,63.0,2017-2018,La-Liga,0.0,0.0,0.0,vitolo,2017.0,La Liga
Enes Ünal,20,Turkey,Centre-Forward,10000000,Man City,14000000.0,La_Liga_2017.csv,La Liga,,,enes ünal,2017,2016,2017,La Liga,False,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Enes Ünal,tr TUR,FW,Villarreal,20.0,1997.0,23.0,11.0,1127.0,0.0,5.0,2.0,7.0,5.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,22.0,19.0,71.0,2017-2018,La-Liga,0.0,0.0,0.0,enes ünal,2017.0,La Liga
Emre Mor,20,Turkey,Right Winger,5000000,Dortmund,13000000.0,La_Liga_2017.csv,La Liga,,,emre mor,2017,2016,2017,La Liga,False,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Emre Mor,tr TUR,FW MF,Celta Vigo,20.0,1997.0,23.0,4.0,665.0,0.0,1.0,2.0,3.0,1.0,0.0,0.0,4.0,0.0,0.7,0.7,0.0,0.0,52.0,17.0,68.0,2017-2018,La-Liga,0.0,0.0,0.0,emre mor,2017.0,La Liga
Pablo Fornals,21,Spain,Central Midfield,10000000,Málaga CF,12000000.0,La_Liga_2017.csv,La Liga,,,pablo fornals,2017,2016,2017,La Liga,True,True,Pablo Fornals,es ESP,FW MF,Málaga,20.0,1996.0,32.0,31.0,2666.0,0.0,6.0,2.0,8.0,6.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2016-2017,La-Liga,0.0,0.0,0.0,pablo fornals,2016.0,La Liga,Pablo Fornals,es ESP,MF FW,Villarreal,21.0,1996.0,35.0,30.0,262.0,0.0,3.0,12.0,15.0,3.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,74.0,171.0,175.0,2017-2018,La-Liga,0.0,0.0,0.0,pablo fornals,2017.0,La Liga
Simone Zaza,26,Italy,Centre-Forward,15000000,Juventus,16000000.0,La_Liga_2017.csv,La Liga,,,simone zaza,2017,2016,2017,La Liga,True,True,Simone Zaza,it ITA,FW,Valencia,25.0,1991.0,20.0,15.0,1377.0,0.0,6.0,1.0,7.0,6.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2016-2017,La-Liga,0.0,0.0,0.0,simone zaza,2016.0,La Liga,Simone Zaza,it ITA,FW,Valencia,26.0,1991.0,33.0,23.0,2077.0,0.0,13.0,1.0,14.0,13.0,0.0,0.0,9.0,1.0,0.0,0.0,0.0,0.0,24.0,31.0,138.0,2017-2018,La-Liga,0.0,0.0,0.0,simone zaza,2017.0,La Liga
Luis Muriel,26,Colombia,Centre-Forward,17000000,Sampdoria,24500000.0,La_Liga_2017.csv,La Liga,,,luis muriel,2017,2016,2017,La Liga,False,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Luis Muriel,co COL,FW,Sevilla,26.0,1991.0,29.0,17.0,1608.0,0.0,7.0,1.0,8.0,7.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,58.0,47.0,165.0,2017-2018,La-Liga,0.0,0.0,0.0,luis muriel,2017.0,La Liga
Éver Banega,29,Argentina,Central Midfield,16000000,Inter,7000000.0,La_Liga_2017.csv,La Liga,,,éver banega,2017,2016,2017,La Liga,False,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Éver Banega,ar ARG,MF,Sevilla,29.0,1988.0,31.0,25.0,2399.0,0.0,3.0,3.0,6.0,0.0,3.0,3.0,9.0,1.0,0.0,0.0,0.0,0.0,77.0,350.0,81.0,2017-2018,La-Liga,0.0,0.0,0.0,éver banega,2017.0,La Liga
Nolito,30,Spain,Left Winger,12000000,Man City,7000000.0,La_Liga_2017.csv,La Liga,,,nolito,2017,2016,2017,La Liga,False,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Nolito,es ESP,FW MF,Sevilla,30.0,1986.0,30.0,17.0,16.0,0.0,4.0,5.0,9.0,4.0,0.0,1.0,4.0,0.0,0.0,0.0,4.0,0.0,48.0,94.0,176.0,2017-2018,La-Liga,0.0,0.0,0.0,nolito,2017.0,La Liga
Ryad Boudebouz,27,Algeria,Attacking Midfield,10000000,Montpellier,7000000.0,La_Liga_2017.csv,La Liga,,,ryad boudebouz,2017,2016,2017,La Liga,False,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Ryad Boudebouz,dz ALG,MF FW,Betis,27.0,1990.0,27.0,15.0,136.0,0.0,2.0,3.0,5.0,2.0,0.0,0.0,2.0,0.0,0.8,0.8,0.0,0.0,47.0,75.0,102.0,2017-2018,La-Liga,0.0,0.0,0.0,ryad boudebouz,2017.0,La Liga
Víctor Camarasa,23,Spain,Central Midfield,5000000,Levante,7000000.0,La_Liga_2017.csv,La Liga,,,víctor camarasa,2017,2016,2017,La Liga,True,True,Víctor Camarasa,es ESP,MF,Alavés,22.0,1994.0,31.0,28.0,2495.0,0.0,3.0,1.0,4.0,3.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2016-2017,La-Liga,0.0,0.0,0.0,víctor camarasa,2016.0,La Liga,Víctor Camarasa,es ESP,MF,Betis,23.0,1994.0,24.0,14.0,1252.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,44.0,68.0,51.0,2017-2018,La-Liga,0.0,0.0,0.0,víctor camarasa,2017.0,La Liga
Dani Ceballos,20,Spain,Central Midfield,10000000,Real Betis,16500000.0,La_Liga_2017.csv,La Liga,,,dani ceballos,2017,2016,2017,La Liga,True,True,Dani Ceballos,es ESP,MF,Betis,19.0,1996.0,30.0,24.0,2339.0,26.0,2.0,2.0,4.0,2.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2016-2017,La-Liga,0.0769230769230769,0.0769230769230769,0.1538461538461538,dani ceballos,2016.0,La Liga,Dani Ceballos,es ESP,MF,Real Madrid,20.0,1996.0,12.0,4.0,401.0,0.0,2.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.4,0.4,0.2,0.6,13.0,38.0,17.0,2017-2018,La-Liga,0.0,0.0,0.0,dani ceballos,2017.0,La Liga
Leroy Sané,24,Germany,Right Winger,80000000,Manchester City,49000000.0,Bundesliga_2020.csv,Bundesliga,Bayern Munich,,leroy sané,2020,2019,2020,Bundesliga,False,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Leroy Sané,de GER,FW MF,Bayern Munich,24.0,1996.0,32.0,18.0,1805.0,0.0,6.0,9.0,15.0,6.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,73.0,84.0,230.0,2020-2021,Bundesliga,0.0,0.0,0.0,leroy sané,2020.0,Bundesliga
Dominik Szoboszlai,20,Hungary,Attacking Midfield,25000000,Red Bull Salzburg,36000000.0,Bundesliga_2020.csv,Bundesliga,RB Leipzig,,dominik szoboszlai,2020,2019,2020,Bundesliga,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jude Bellingham,17,England,Attacking Midfield,11000000,Birmingham City,30150000.0,Bundesliga_2020.csv,Bundesliga,Borussia Dortmund,,jude bellingham,2020,2019,2020,Bundesliga,False,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Jude Bellingham,eng ENG,MF,Dortmund,17.0,2003.0,29.0,19.0,1697.0,0.0,1.0,3.0,4.0,1.0,0.0,0.0,6.0,1.0,0.0,0.0,0.0,0.0,28.0,93.0,80.0,2020-2021,Bundesliga,0.0,0.0,0.0,jude bellingham,2020.0,Bundesliga
Patrik Schick,24,Czech Republic,Centre-Forward,25000000,AS Roma,26500000.0,Bundesliga_2020.csv,Bundesliga,Bayer Leverkusen,,patrik schick,2020,2019,2020,Bundesliga,True,True,Patrik Schick,cz CZE,FW,RB Leipzig,23.0,1996.0,22.0,15.0,1298.0,0.0,10.0,2.0,12.0,10.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,14.0,20.0,118.0,2019-2020,Bundesliga,0.0,0.0,0.0,patrik schick,2019.0,Bundesliga,Patrik Schick,cz CZE,FW,Leverkusen,24.0,1996.0,29.0,20.0,1866.0,0.0,9.0,1.0,10.0,9.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,19.0,19.0,132.0,2020-2021,Bundesliga,0.0,0.0,0.0,patrik schick,2020.0,Bundesliga
Alexander Sørloth,24,Norway,Centre-Forward,20000000,Crystal Palace,20000000.0,Bundesliga_2020.csv,Bundesliga,RB Leipzig,,alexander sørloth,2020,2019,2020,Bundesliga,False,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Alexander Sørloth,no NOR,FW,RB Leipzig,24.0,1995.0,29.0,13.0,1443.0,16.0,5.0,3.0,8.0,5.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,43.0,34.0,143.0,2020-2021,Bundesliga,0.3125,0.1875,0.5,alexander sørloth,2020.0,Bundesliga
Jhon Córdoba,27,Colombia,Centre-Forward,12000000,1.FC Köln,15000000.0,Bundesliga_2020.csv,Bundesliga,Hertha BSC,,jhon córdoba,2020,2019,2020,Bundesliga,True,True,Jhon Córdoba,co COL,FW,Köln,26.0,1993.0,29.0,23.0,1998.0,0.0,13.0,2.0,15.0,13.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,30.0,24.0,134.0,2019-2020,Bundesliga,0.0,0.0,0.0,jhon córdoba,2019.0,Bundesliga,Jhon Córdoba,co COL,FW,Hertha BSC,27.0,1993.0,21.0,17.0,1537.0,0.0,7.0,1.0,8.0,7.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,22.0,16.0,97.0,2020-2021,Bundesliga,0.0,0.0,0.0,jhon córdoba,2020.0,Bundesliga
Hee-chan Hwang,24,South Korea,Centre-Forward,10000000,Red Bull Salzburg,12000000.0,Bundesliga_2020.csv,Bundesliga,RB Leipzig,,hee-chan hwang,2020,2019,2020,Bundesliga,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Leonardo Bittencourt,26,Germany,Central Midfield,4800000,TSG Hoffenheim,7000000.0,Bundesliga_2020.csv,Bundesliga,SV Werder Bremen,,leonardo bittencourt,2020,2019,2020,Bundesliga,True,True,Leonardo Bittencourt,de GER,MF,Hoffenheim,25.0,1993.0,1.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,2019-2020,Bundesliga,0.0,0.0,0.0,leonardo bittencourt,2019.0,Bundesliga,Leonardo Bittencourt,de GER,MF FW,Werder Bremen,26.0,1993.0,27.0,19.0,1514.0,0.0,4.0,1.0,5.0,3.0,1.0,1.0,3.0,0.0,0.0,0.0,1.0,0.0,40.0,42.0,106.0,2020-2021,Bundesliga,0.0,0.0,0.0,leonardo bittencourt,2020.0,Bundesliga
Sebastian Andersson,29,Sweden,Centre-Forward,7000000,1.FC Union Berlin,6500000.0,Bundesliga_2020.csv,Bundesliga,1.FC Köln,,sebastian andersson,2020,2019,2020,Bundesliga,True,True,Sebastian Andersson,se SWE,FW,Union Berlin,28.0,1991.0,33.0,31.0,2682.0,0.0,12.0,1.0,13.0,11.0,1.0,2.0,5.0,0.0,0.0,0.0,0.0,0.0,34.0,54.0,204.0,2019-2020,Bundesliga,0.0,0.0,0.0,sebastian andersson,2019.0,Bundesliga,Sebastian Andersson,se SWE,FW,Köln,29.0,1991.0,16.0,14.0,1126.0,0.0,3.0,0.0,3.0,2.0,1.0,1.0,1.0,0.0,0.0,0.0,0.3,0.0,6.0,20.0,55.0,2020-2021,Bundesliga,0.0,0.0,0.0,sebastian andersson,2020.0,Bundesliga
Ondrej Duda,25,Slovakia,Central Midfield,7000000,Hertha BSC,7000000.0,Bundesliga_2020.csv,Bundesliga,1.FC Köln,,ondrej duda,2020,2019,2020,Bundesliga,True,True,Ondrej Duda,sk SVK,MF,Hertha BSC,24.0,1994.0,7.0,6.0,447.0,5.0,0.0,1.0,1.0,0.0,0.0,0.0,2.0,0.0,0.5,0.5,0.3,0.8,8.0,17.0,19.0,2019-2020,Bundesliga,0.0,0.2,0.2,ondrej duda,2019.0,Bundesliga,Ondrej Duda,sk SVK,FW MF,Köln,25.0,1994.0,32.0,32.0,2537.0,0.0,7.0,5.0,12.0,4.0,3.0,4.0,8.0,1.0,0.0,0.0,0.0,0.0,32.0,126.0,132.0,2020-2021,Bundesliga,0.0,0.0,0.0,ondrej duda,2020.0,Bundesliga
Bartosz Bialek,18,Poland,Centre-Forward,3000000,Zagłębie Lubin,5000000.0,Bundesliga_2020.csv,Bundesliga,VfL Wolfsburg,,bartosz bialek,2020,2019,2020,Bundesliga,False,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Bartosz Białek,pl POL,FW MF,Wolfsburg,18.0,2001.0,19.0,1.0,270.0,3.0,2.0,0.0,2.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.2,0.0,3.0,12.0,15.0,2020-2021,Bundesliga,0.6666666666666666,0.0,0.6666666666666666,bartosz białek,2020.0,Bundesliga
Robert Lewandowski,33,Poland,Centre-Forward,45000000,Bayern Munich,45000000.0,La_Liga_2022.csv,La Liga,,,robert lewandowski,2022,2021,2022,La Liga,False,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Robert Lewandowski,pl POL,FW,Barcelona,33.0,1988.0,34.0,33.0,2847.0,31.6,23.0,7.0,30.0,23.0,0.0,1.0,4.0,1.0,0.0,0.0,0.0,0.0,51.0,100.0,248.0,2022-2023,La-Liga,0.7278481012658228,0.2215189873417721,0.9493670886075948,robert lewandowski,2022.0,La Liga
Umar Sadiq,25,Nigeria,Centre-Forward,18000000,UD Almería,20000000.0,La_Liga_2022.csv,La Liga,,,umar sadiq,2022,2021,2022,La Liga,False,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Umar Sadiq,ng NGA,FW,Almería,25.0,1997.0,3.0,3.0,240.0,0.0,2.0,0.0,2.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.2,0.0,5.0,2.0,7.0,2022-2023,La-Liga,0.0,0.0,0.0,umar sadiq,2022.0,La Liga
Brais Méndez,25,Spain,Attacking Midfield,18000000,Celta de Vigo,14000000.0,La_Liga_2022.csv,La Liga,,,brais méndez,2022,2021,2022,La Liga,True,True,Brais Méndez,es ESP,MF,Celta Vigo,24.0,1997.0,37.0,36.0,3021.0,33.6,4.0,5.0,9.0,4.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,57.0,195.0,161.0,2021-2022,La-Liga,0.119047619047619,0.1488095238095238,0.2678571428571428,brais méndez,2021.0,La Liga,Brais Méndez,es ESP,MF,Real Sociedad,25.0,1997.0,34.0,28.0,2407.0,0.0,8.0,4.0,12.0,8.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,41.0,137.0,138.0,2022-2023,La-Liga,0.0,0.0,0.0,brais méndez,2022.0,La Liga
William José,30,Brazil,Centre-Forward,12000000,Real Sociedad,10000000.0,La_Liga_2022.csv,La Liga,,,william josé,2022,2021,2022,La Liga,True,True,Willian José,br BRA,FW,Betis,29.0,1991.0,32.0,19.0,1604.0,0.0,8.0,4.0,12.0,5.0,3.0,3.0,2.0,0.0,0.0,0.0,3.0,0.0,18.0,38.0,100.0,2021-2022,La-Liga,0.0,0.0,0.0,willian josé,2021.0,La Liga,Willian José,br BRA,FW,Betis,30.0,1991.0,28.0,6.0,731.0,0.0,2.0,1.0,3.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,6.0,14.0,27.0,2022-2023,La-Liga,0.0,0.0,0.0,willian josé,2022.0,La Liga
Raúl de Tomás,27,Spain,Centre-Forward,25000000,Espanyol,11000000.0,La_Liga_2022.csv,La Liga,,,raúl de tomás,2022,2021,2022,La Liga,True,True,Raúl de Tomás,es ESP,FW,Espanyol,26.0,1994.0,34.0,33.0,2914.0,32.4,17.0,3.0,20.0,12.0,5.0,5.0,7.0,2.0,0.0,0.0,0.0,0.0,44.0,86.0,191.0,2021-2022,La-Liga,0.5246913580246914,0.0925925925925926,0.617283950617284,raúl de tomás,2021.0,La Liga,Raúl de Tomás,es ESP,FW,Rayo Vallecano,27.0,1994.0,19.0,9.0,805.0,0.0,4.0,0.0,4.0,3.0,1.0,2.0,2.0,0.0,0.0,0.0,0.5,4.0,13.0,18.0,51.0,2022-2023,La-Liga,0.0,0.0,0.0,raúl de tomás,2022.0,La Liga
Borja Mayoral,25,Spain,Centre-Forward,9000000,real Madrid,10000000.0,La_Liga_2022.csv,La Liga,,,borja mayoral,2022,2021,2022,La Liga,True,True,Borja Mayoral,es ESP,FW,Getafe,24.0,1997.0,18.0,11.0,1044.0,0.0,6.0,1.0,7.0,5.0,1.0,1.0,3.0,0.0,0.0,0.0,0.0,3.0,21.0,24.0,55.0,2021-2022,La-Liga,0.0,0.0,0.0,borja mayoral,2021.0,La Liga,Borja Mayoral,es ESP,FW,Getafe,25.0,1997.0,35.0,33.0,2759.0,0.0,8.0,2.0,10.0,8.0,0.0,2.0,4.0,0.0,0.0,0.0,0.0,9.0,58.0,64.0,166.0,2022-2023,La-Liga,0.0,0.0,0.0,borja mayoral,2022.0,La Liga
Jørgen Strand Larsen,22,Norway,Centre-Forward,6000000,FC Groningen,15040000.0,La_Liga_2022.csv,La Liga,,,jørgen strand larsen,2022,2021,2022,La Liga,False,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Jørgen Strand Larsen,no NOR,FW,Celta Vigo,22.0,2000.0,32.0,20.0,1705.0,0.0,4.0,4.0,8.0,4.0,0.0,0.0,4.0,0.0,0.0,0.0,2.0,0.0,17.0,14.0,73.0,2022-2023,La-Liga,0.0,0.0,0.0,jørgen strand larsen,2022.0,La Liga
Vedat Muriqi,28,Kosovo,Centre-Forward,7000000,Lazio,8020000.0,La_Liga_2022.csv,La Liga,,,vedat muriqi,2022,2021,2022,La Liga,True,True,Vedat Muriqi,xk KVX,FW,Mallorca,27.0,1994.0,16.0,16.0,1438.0,16.0,5.0,3.0,8.0,3.0,2.0,2.0,6.0,0.0,0.0,0.0,0.0,0.0,19.0,33.0,84.0,2021-2022,La-Liga,0.3125,0.1875,0.5,vedat muriqi,2021.0,La Liga,Vedat Muriqi,xk KVX,FW,Mallorca,28.0,1994.0,35.0,34.0,2937.0,32.6,15.0,3.0,18.0,11.0,4.0,5.0,6.0,1.0,0.0,0.0,0.0,0.0,28.0,60.0,152.0,2022-2023,La-Liga,0.460122699386503,0.0920245398773006,0.5521472392638036,vedat muriqi,2022.0,La Liga
El Bilal Touré,20,Mali,Centre-Forward,6500000,Stade Reims,8000000.0,La_Liga_2022.csv,La Liga,,,el bilal touré,2022,2021,2022,La Liga,False,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,El Bilal Touré,ml MLI,FW,Almería,20.0,2001.0,21.0,15.0,1264.0,14.0,7.0,2.0,9.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.0,14.0,51.0,2022-2023,La-Liga,0.5,0.1428571428571428,0.6428571428571429,el bilal touré,2022.0,La Liga
André Almeida,22,Portugal,Attacking Midfield,5000000,Vit. Guimarães,8000000.0,La_Liga_2022.csv,La Liga,,,andré almeida,2022,2021,2022,La Liga,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pablo Torre,19,Spain,Attacking Midfield,3000000,Racing,6000000.0,La_Liga_2022.csv,La Liga,,,pablo torre,2022,2021,2022,La Liga,False,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Pablo Torre,es ESP,FW MF,Barcelona,19.0,2003.0,8.0,1.0,144.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.5,4.0,11.0,16.0,2022-2023,La-Liga,0.0,0.0,0.0,pablo torre,2022.0,La Liga
Jesper Lindstrøm,23,Denmark,Right Winger,28000000,Frankfurt,30000000.0,Serie_A_2023.csv,Serie A,,,jesper lindstrøm,2023,2022,2023,Serie A,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
